headline,word1,word2,joke,label
蚂蚁葬大象：婚礼后悲情收场,埋,大象,蚂蚁和大象结婚了，可是没几天大象就死了，蚂蚁非常伤心，一边哭一边骂道：亲爱的，你怎么走在我前面了呢，这辈子我什么也不用干了，就埋你了！,1
孩子睡觉一只眼看电视被曝光,看,眼,一日晚，陪我儿看动画片，十点许，叫儿睡觉，儿立刻躺下，一眼闭，一眼睁，一本正经对我说：我睡了，我一只眼睡觉，一只眼看电视。,1
病人出院却惦记护士电话,问,电话,医生：恭喜您，您马上要出院了。 病人：可我一点都高兴不起来。 医生：为什么？ 病人：我还没来及问那个护士要电话。,1
星巴克服务员误拿顾客耳机引发尴尬,换,耳机,在星巴克，我大声问服务员：“小姐，能换首有品位的歌么？什么小苹果的歌都太聒噪了，我想安安静静地写稿子。” 于是服务员走过来，帮我把耳机拿下来了。,1
身体比维萨更值得信赖,像,身体,你的身体就像维萨。这是我想要的任何地方。,0
人们有时不愿与伴侣共处,不想,生活,有时我们不会想你。和它一起生活。,0
明星儿子吐槽老师想见父亲,想见,老师,某明星对儿子说：“期末考试你的语文不及格，数学不及格，连画画都不及格！” 儿子说：“别生气，是因为老师都想见你呢。”,1
学生误称英雄为猪猪侠惹全班震惊,称,猪猪侠,小明:“蜘蛛侠，蝙蝠侠，猪猪侠”。 这时，全班人的傻了。,1
原则问题实为钱的问题,告诉,原则,告诉你“不是钱，而是原则问题”时，十有八九是钱的问题。,1
战争与和平的辩证关系曝光,是,和平,战争就是和平。自由是奴役。番茄酱是一种蔬菜。,0
大蒜绿豆不如房价诱人,哭,房价,大蒜诚可贵，绿豆价更高，若为房价哭，存款皆可抛。,1
一人仅用一只手臂试除臭剂味道,使用,除臭剂,我只在一只手臂下使用除臭剂，所以我知道我会闻到什么味道。,0
超级计算机射击实验引质疑,射击,计算机,如果它真的是一台超级计算机，那么当我向它射击时子弹怎么不反弹？,0
领导者紧急行动,快点,领导者,我必须快点，因为他们去了，我是他们的领导者。,0
夫妻早餐谈投资，妻子节食失败,叹道,投资,丈夫在早餐桌上哀叹炒股票成绩欠佳，妻子则告诉他最近一次节食又半途而废了。 你知道吗，太太，丈夫从报纸股市栏抬起头来，叹道：你是我唯一的一笔增值一倍以上的投资。,1
网友调侃2b梗引热议,说,铅笔,小张和小明吵架，小明说；“你这个2b，怎么什么都不懂啊。” 小情刚好路过听到了，说了一句：“你是2b人家铅笔还不愿意了。”,1
吃饭习惯引发健康担忧,多吃,一口,一口吃不成胖子，吃饭时我总习惯多吃一口。,1
尊重反成侮辱,侮辱,尊重,任何开始“满怀尊重......”的人都会侮辱你。,0
画家拒绝用相机写生引热议,问,照相机,别佳站在正在写生的画家的背后看了半天，然后问：“叔叔，你一定很穷吧？这样多费劲呵！干吗不买台照相机呢？”,1
孩子爆料父母留客吃饭被制止,大声,客人,爸爸陪客人在聊天，小强有话要说。 爸爸见了后：“别这么鬼头鬼脑的，有话就大声说。” 小强大声说：“妈妈让我告诉您，别留客人吃饭！”,1
学生幽默回答科学家已去世,告诉,科学家,教授：你能告诉我17世纪那些最伟大的科学家的一些事情吗？ 学生：能，先生，他们都死了。,1
男人对抗癌症戒烟行动,戒烟,癌症,任何人都可以戒烟，需要一个真正的男人来对抗癌症。,0
圣地亚哥消防响应超5分钟,响应,消防,圣地亚哥消防部门的响应时间至少为5分钟。,0
温顺者将继承地球,继承,地球,温顺的人将继承地球......我们其余的人将会去星球。,0
学生爬西红柿树写作业被老师吐槽,爬,西红柿树,学生：我们常常爬到树上去，有的爬上去沉思，有的爬上去诉说心事。可我还是喜欢爬到西红柿树上去写作业！ 师评：你给我爬个西红柿树看看。,1
孩子解释飞机大小之谜,飞,小鸟,爸爸：“为什么地上的飞机大，天上的飞机小呢？” 儿子：“到天上，要像小鸟一样才飞得快。”,1
纽约图书馆公民验证引发荒诞事件,刺伤,卡片,纽约这样一个美好的城市。虽然我今天在图书馆。这些家伙很粗鲁。我说，“我想要一张卡片。” 他说，“你必须证明你是纽约的公民。” 所以我刺伤了他。,1
成功秘诀曝光：无知加自信,需要,自信,要想在生活中取得成功，你需要两件事：无知和自信。,1
天气预报词玩梗引祖孙笑谈,下雨,局部,一天，想想和她的奶奶在一起看电视，新闻联播过后，天气预报开始了。 主持人报道：.......局部有雨.....这时想想的奶奶很纳闷地对想想说：怎么搞的，局部这地方天天下雨！,1
夫妻互不说话引发家庭静默危机,不说话,家庭,我们有一个安静的家庭生活。我不跟她说话，她不跟我说话。,1
豆腐控诉被食用,控诉,豆腐脑,豆腐控诉人类残忍食用豆腐脑。,1
孩子误将药水当成兔药引发笑话,点,眼睛,妈妈：“这是妈妈治红眼病的药水，你怎么能随便玩呢？” 毕克：“我在给小白兔点眼睛呢！您看，您的红眼病传染给它了。”,1
一钱牵动千里姻缘,牵,姻缘,千里姻缘一钱牵。,1
女童坠楼成八卦阵图引热议,坠落,八卦,奇迹！4岁女童从10楼坠落摔成八卦阵图。,1
电脑提示缺纸无法点击解决,点击,打印机,如果您的计算机显示“打印机缺纸”，则无法通过连续单击“确定”按钮来解决此问题。,1
杂技演员靠绝食节目混饭吃,混,饭,大街一个杂技团表演节目：“关在箱子里的绝食男子。” 记者采访他，问道：“你为什么要演这种节目？” 那男人回答：“还不是为了混口饭吃！”,1
啤酒口感异常苍白清澈,提供,啤酒,症状：饮酒无法提供口感和满足感，啤酒异常苍白，清澈。,0
被告吐槽律师年纪太轻遭法官提醒,提请,律师,在法庭上，法官对被告说：你对律师为你做的辩护，还有什么要说的吗？ 我想提请您注意这一事实，被告说：我的律师年纪太轻，法官先生。,1
游客比划拉链被误给剖腹剑,比划,剑,一名欧洲游客在东京的商店里寻找运动衣的拉链，他用手势向一位女售货员比划了好一阵子，终于，女售货员明白了，拿出了一把用于剖腹的剑放到柜台上。,1
导游误称瀑布声需夫人安静,安静,夫人们,在世界第一瀑布前，导游对一群旅游者说：如果在场的夫人们能稍稍安静一会儿，那么我们大家将可以听到尼亚加拉大瀑布的水声。,1
疯癫被速速识破,笑,世人,世人笑我太疯癫，我笑世人这么快就看出来了。,1
强迫症患者被建议反复按1,反复,强迫,如果您有强迫症，请反复按1。,0
巧克力含昆虫腿引关注,含有,昆虫,平均巧克力棒里面有8只昆虫的腿。,0
90%意外发生在离家10英里内,发生,意外,一名男子听说90％的意外发生在离家10英里的地方......,0
孩子反讽青菜不如自己高,吃,青菜,儿子很怕吃青菜，每顿饭都要妈妈软硬兼施才吃一点。一天吃饭，儿子又不肯青菜了。妈妈说：“小孩子要多吃青菜才能长得高。” 儿子说：“青菜都没我高！”,1
喝啤酒竟引发鼻喷启蒙事件,射出,啤酒,如果你在喝啤酒的时候达到了全面的启蒙，我敢打赌让啤酒从你的鼻子里射出来。,1
一分钱换想法，二十块换表现,为,想法,一分钱为你的想法，二十块钱来表现出来！,1
丈夫拖货被罚，妻子怒问两千块不陪睡,陪,睡,做点小生意，拖货差两千块，晚上回家找老婆拿。 老婆让住一晚在走，工地早上还有活要干我就说不住了。 谁知老婆幽幽的说：“两千块都不陪我睡一晚。。”,1
赚钱成业余爱好引热议,变成,爱好,我由衷地想把赚钱变成我的业余爱好。,1
学生庆祝军训结束竟抛教官遭曝光,抛,教官,大学军训时遇一教官，全班被他修理得很惨。军训结束，为庆祝解放，大家热情地把敬爱的教官抛向空中，当他幸福地下落时，却发现下面的人都已经走光……,1
时间差异被忽视直到太晚,花费,时间,这需要花费更少的时间，大多数人都不会注意到差异，直到太晚。,0
驴骡结婚后遭质疑不孕,怀疑,不孕,驴和骡子结婚了，过了好几个月，驴对骡子道：“你是不是应该去医院看看啊？” 骡子问：“怎么啦？” 驴道：“我怀疑你有不孕不育症。”,1
毕业论文无需相互关联,撰写,论文,在撰写论文之前，你的毕业作品都不需要彼此联系。,1
丈夫被夸才华，妻子反讽现实,夸,才华,丈夫：“谢谢你在邻居面前夸我有才华。” 妻子说：“你要钱没钱，要貌没貌，要地位没地位，我要不说你有才华，别人还不得骂我傻啊。”,1
懦夫竟有家庭负担仍被称英雄,是,英雄,懦夫是一个有妻子，孩子和抵押贷款的英雄。,1
值得流泪的人为何不让人流泪,流泪,人,没有值得你流泪，值得你流泪的人不会让你流泪！,1
嫌疑人承认杀害吉姆,杀了,吉姆,吉姆，他死了。他当然死了......我杀了他。,0
知识需实践才能变智慧,投入,智慧,知识只有在投入实际使用后才能成为智慧。,1
系统漏洞被傻瓜轻松破解,考虑到,傻瓜,万无一失的系统没有考虑到傻瓜的聪明才智。,1
时间为何不同时发生,发生,时间,时间的唯一原因是所有事情都不会同时发生。,1
猫误将指设备当晚餐,误将,设备,那是指点设备？我的猫以为是晚餐。,0
袜子有洞引热议,全是,洞,我的袜子全是洞，我的未来不是梦。,1
阅读障碍者竟信奉多只狗,相信,狗,阅读障碍的异教徒：他不仅相信狗，还相信许多其他的狗。,1
员工笨拙引关注,听说过,员工,你怎么没有听说过那些笨拙的员工？,0
被告下车时是否发言？,说,被告,当她下车时，被告是否说了什么？,0
看电视伤身还变奶奶,怕,黑眼圈,老这么看电视可不行！有辐射，会落下黑眼圈儿。 你不怕出门让孩子们喊你奶奶吧？快洗洗睡去吧。,1
机器获取钟声,获取,钟声,不要问钟声响起谁。让机器得到它。,0
长颈鹿用舌头清洁耳朵,清洁,舌头,长颈鹿可以用21英寸的舌头清洁耳朵！,0
网友相信龙与幻想生物,相信,龙,我相信龙，好人和其他幻想生物。,1
漫画集首发包含超人蝙蝠侠蜘蛛侠,包含,漫画,E.）你的巨大漫画集，包括超人，蝙蝠侠和蜘蛛侠的第一期。,0
婴儿油究竟来自哪里？,来自,婴儿,如果椰子油来自椰子，玉米油来自玉米，婴儿油来自哪里？,1
研究支持结论,支持,结论,足够的研究将倾向于支持您的结论。,0
孕妇B超查出是蛋引热议,生蛋,怀孕,甲：听说你怀孕了？ 乙：？？ 甲：B超检查是个蛋，医生说还有十多天就要生了，提前祝你生蛋（圣诞）快乐！ 乙：你吓我一跳！,1
夫妻吵架因做饭引发,不想,做饭,晚上跟老公吵架，两个人火山爆发，吵到快七点了。 我急了：“我不想跟你吵架了！” 老公说：“你不想跟我吵架了，那是因为你要做饭了！”,1
诺亚方舟帆船遭遇甲板清洁怪谈,擦洗,土豚,听到诺亚方舟：帆船很有趣，但是擦洗甲板是土豚。,0
新闻夸大导致世界看似恶化,报道,恶化,世界并没有真正恶化，只是新闻报道更好。,1
网络交友三大原则曝光,泡MM,个人情况,网上的一个中心，二个基本点：以泡MM为中心，基本不要脸，基本不属实的个人情况。该政策以男性最完全执行。,1
用户提前跳转数字,跳到,数字,你跳到下一个数字，甚至提前几个。,0
作家完成书页码引发热议,完成,页码,我正在写一本书。我已经完成了页码。,1
