headline,word1,word2,joke
海涅回应基督徒关于耶稣后裔的争议,引以,后裔,基督徒对海涅说：你和耶酥是同一民族的后裔。我若是您，会引以自豪的。 海涅：我也如此，倘若除了耶稣再无一人是这个民族的后裔的话。
逻辑如何得出错误结论,得出,结论,曼利的马克西姆：逻辑是一种有信心地得出错误结论的系统方法。
网友调侃颜值与上帝发脾气的关联,发脾气,丑,你长得挺有创意，活得挺有勇气，丑不是你的本意，是上帝在发脾气。
皮肤薄者遍地，美丽藏于深层,充满,皮肤,美丽只是皮肤深层，世界上充满了皮肤薄的人。
喝醉男子误认鸡蛋为自家下蛋,喊,鸡蛋,一朋友有天喝多了，回家躺床上就睡，中途醒了发现身边有个鸡蛋，拿起来就喊她妈，非说自己下了个蛋。
儿子喝酒躲妈闻味,怕,酒味,铭铭请一哥们吃饭，他妈妈叫他不要喝酒，酒足饭饱后， 他妈妈打电话给他，他没接，刚刚问他为什么不接？ 他说接电话怕他妈妈闻到酒味！
眼镜太紧引头痛，顾客误求头按摩,夹得,头,一个人走进眼镜店，抱怨说，他新配的眼镜太紧，夹得头很痛。 服务员问：是否需要帮他把眼镜调松一点。 那个人答：不用了，我只想你帮我按摩一下头。
金钱与快乐的反向关系曝光,让你,开心,金钱不会让你开心，快乐不会让你赚钱。
拉人下水的真相,拉,下面,把别人拉下来时，你一定也在下面。
员工午间离职避5点忙,避开,工作,避免5点钟的匆忙 - 总是在中午离开工作。
傻瓜如何消除怀疑,消除,怀疑,最好被认为是傻瓜，然后张开嘴并消除所有怀疑。
设备检查前故障不会出现,出现,故障,在通过最终检查之前，设备中的故障将永远不会出现。
男子怒斥银行职员嘲笑其袜子丑陋,大笑,丝袜,银行职员见状大笑了起来，男子怒喝： “有什么好笑的？！”职员继续大笑着说： “第一次见到没套丝袜还这么丑的哈哈哈哈！”
孙子怒斥爷爷不爱自己,叫,孙子,老天，我以后再也不叫你爷了。你压根就不爱我这个孙子。
图书馆缺失论文关键资料,缺少,书籍,图书馆将缺少对完成学期论文最重要的书籍或期刊。
男人说女人讨人喜欢，反被嫌弃,讨厌,喜欢,男：你真的很讨厌。 女：是吗，我怎么样让你讨厌？ 男：因为在我心中你真的很讨人喜欢，百看不厌呀！
课堂允许逃课，健康至上,退出,健康,牛X老师的课堂要求：本课进出自由，可以随时退出，可以逃课，不需请假，尤其不要撒谎说：“我病了”，健康最重要，任何时侯都不要开这种“不健康”的玩笑。
员工被罚因误问香港会计师记账,说,记账,刚刚被打了，因为跟公司新来的香港会计师说，“你记账吗？”
夫妻取名闹出尴尬笑话,取名,卫生巾,一个姓魏的男子问老婆：人家高某人的孩子叫高利贷，我们给孩子取个怎么样的有钱的名字呢？ 老婆回答：我们的孩子更容易取名字，干脆叫魏生金(卫生巾)！
考试名次反转成压台戏笑话,放,最后,儿子：“爸爸，什么是压台戏？” “就是最后演出的好节目。” 儿子：“那我是最好的学生了，这次考试出榜，我的名字放在了最后面。”
天才分享电梯引发热议,分享,电梯,如果天才是百分之一的灵感和99％的汗水，我最终会与很多聪明人分享电梯。
朋友被频繁使用磨损,使用,朋友,经常使用会磨损任何东西......特别是朋友。
学院课程影响整体质量,都会,课程,如果不是所有课程，学院都会很棒。
银行晴天借伞雨天收伞,借,伞,银行是一个在天气晴朗时借给你一把伞的地方，并在下雨时要求它回来。
学生误用‘大吃一斤’惹老师震惊,大吃,牛屎,"一天语文课上，老师让小明用大吃一惊造句。 小明站起来大声说道：在上学的路上我看到一堆牛屎，我大吃一斤。 老师愕然,道:海量,海量。"
爱情如沙漏，大脑清空心脏充盈,清空,心脏,爱情就像一个沙漏，随着大脑的清空，心脏充盈。
小明玩电子游戏机的真相,玩,游戏机,“你知道小明在哪里吗？” “如果他有钱，就在玩电子游戏机；如果他没钱，就在看别人玩电子游戏机。”
女人选对男人堪称一生成功,选,男人,女人一生之中最成功的事情之一，便是选了一个对的男人。
马航搜救中越南被比作打小报告学生,打,小报告,我终于看明白了， 在马航失联飞机搜救行动中， 越南扮演的角色就是当年班里 喜欢给班主任打小报告的同学。
身高无法改变，体重却可减,减,身高,我胖我可以减下去，你矮就没人能救得了你了。
电脑故障竟源于椅子螺母松动,松动,螺母,大多数计算机问题都是由椅子和键盘之间松动的螺母引起的。
记者冒充伤者儿子闯入事故现场,大喊,狗,发生交通意外，许多人围观，一名记者挤不进去，灵机一动他大喊：我是伤者的儿子，请让让！ 围观者果然让开一条路，那位记者过去一看，压死的是一只狗！
头脑召开愤怒与嫉妒大会,举行,大会,声音在我的头脑中举行了一次大会。愤怒与嫉妒结合。
裤子尺码捉弄顾客,穿,带,甲：这带恐怕大宽！ 店员：不，穿上去就紧了。 乙：这带，大紧吧？ 店员：穿穿就宽了。
电工误入手术室称需停电五分钟,停电,手术室,一个电工走入手术室，对一位戴着氧气罩的垂危病人说道：喂！你听好，好好深呼吸，我需要停电五分钟！
男生洗澡遇心仪女生慌乱提问,打招呼,澡堂,一个男生端着盆去学校的公共澡堂去洗澡，突然迎面碰见其心仪以久的女生和两个同伴刚洗完澡回来，他心里一慌，和她们打招呼问道：澡堂里人多不多？
老师批改作业强调写字清楚,写,字,学生：老师，您在我的练习本上写的什么？ 老师：要把字写清楚。
学生梦赛加时迟到被问原因,梦见,加时,麦克:对不起，我迟到了，老师，我梦见了一场足球赛。 老师:那为什么会使你迟到呢？ 麦克:因为两队不分胜负，打了加时。
网友爆料老大将无法线下见面只能下载,下载,老大,一哥们突然爆出句惊人之语： 老大以后再见到你，估计只能下载啦！
夫妻争吵因空间大小引发幽默对峙,翻身,懒腰,丈夫：你那么小人，怎么占那么大地儿！ 妻子：那当然，我得翻身，还得伸懒腰呢！
课堂时间越长，学生记得越少,解释,信息,教师解释的时间与学生保留的信息成反比。
观众观点难改，除非是主角,改变,观点,除非你是主角，否则观点永远不会改变。
车主警告别碰珍视的座驾,重视,生命,如果你重视自己的生命，就像我重视这款车一样，不要碰它！
敏感者自尊与自卑并存,敏感,自尊,敏感的人，都是很自尊与很自傲的，同时也有着自卑的情结。
发令枪响选手倒地血流不止,倒地,血流,发令枪一响，选手们纷纷倒地血流不止。
周三被称作驼峰日引热议,被称为,驼峰日,星期三为什么大多数人周末都会被称为“驼峰日”？
水货市场竟卖真数码产品,发现,真货,和同事去街逛的时候，发现水货市场那里卖的数码产品居然有真货。
女儿回应妈妈年龄提问：最想减肥,想,减肥,妈妈问女儿：“宝贝，等你到了妈妈这岁数，你最想做什么？” 女儿：“这还用问，减肥呗。”
勇气源于克服恐惧,克服,恐惧,勇气不是没有恐惧，而是克服它的能力。
防盗门却总丢钥匙,丢,钥匙,家里安了防盗门、防盗窗，却总是丢钥匙，然后请开锁高手撬自己家里的门。
打胎忘带钱成人生幸存真相,忘带,钱,"一句话道出人生最大的悲剧和幸运：“我是我妈去打胎时候忘带钱,才活下来的”"
耶稣救赎，克苏鲁点赞三明治,拯救,三明治,耶稣拯救，阿拉宽恕，克苏鲁认为你做了一个漂亮的三明治。
男友炫耀肌肉引女友惊逃,脱下,炸药,男脱下衣服给女友看二头肌说：这相当于五十公斤炸药。 又脱下裤子指着大腿说：这相当于一百公斤炸药。 接着脱下内裤，女友夺门狂奔，惊叫道：天呐！引线这么短！
黑客邮件索要信用卡号,入侵,电脑,电子邮件：这是一个粘贴。给我你的信用卡号码，否则我会入侵你的电脑。
大学生最低奋斗目标曝光：农妇、山泉、有点田,瞄准,田,一大学生 最低奋斗目标：农妇，山泉，有点田。
通胀奇招：减半资金不损纸张,减半,纸张,通货膨胀：在不损坏纸张的情况下将资金减半。
孩子称全身酸痛申请请假,觉得,酸痛,小话梅：“妈妈，我今天不舒服，可以不上学吗？” 大话梅：“哪里不舒服？” 小话梅：“我觉得全身都好酸啊，真的。”
照片中指被P成多啦A梦拳头,P成,中指,今天拿到了照片，仔细一看，所有坚挺的中指都被P成了多啦A梦的小拳头。
治秃秘方竟卖假发帽子,汇款,假发,某君四十而谢顶，终日忧烦，一日见报上有治秃秘方的广告，大喜，立即汇款邮购。数日后收到回信：请问您要假发还是帽子？
汽车人引发事故致困扰,造成,事故,汽车人造成事故。汽车事故给人们带来了麻烦。
转身即天涯，背向成陌路,转身,天涯,都说从此天涯陌路，什么是天涯？转身，背向你，此刻已是天涯。
3岁幼童误称肚子疼是宫外孕,疼,宫外孕,历历（3岁）：妈妈， 妈妈，不好了。 妈妈：怎么了？ 历历：我肚子疼，会不会是得了宫外孕！ 妈妈：……
情侣对话暗藏甜蜜梗,嚼,甜言蜜语,女：“你跟我说话怎么老嚼着糖？” 男：“不嚼糖哪来那么多甜言蜜语呀。
学生误将鲁迅称为当红明星,称为,明星,课堂上，老师提问：知道鲁迅吗？ 某生很自信：当然知道。当红明星嘛。全班哄堂大笑。 老师气得大摇其头：无知啊无知。 该生一脸茫然：我天天都看娱乐新闻的……
手臂太短读不了报,阅读,报纸,你的手臂几乎太短，无法阅读报纸。
提问实为强制选择,问,选择,问“我可以问你一个问题吗？”的人 没有真正给我一个选择，是吗？
小贩被骂神经病后沉默以对,不知道,辣椒,顾客：你辣椒辣不辣啊？ 小贩：不知道… 顾客：自己东西不知道，神经病。 小贩：……
程序员测试键盘流口水阻力,测试,键盘,我没睡觉。我正在测试键盘的流口水阻力。
闹钟专为无孩人士设计,唤醒,小孩,闹钟是用于唤醒没有小孩的人的装置。
善良者无需法律约束，坏人却善用法律,找到,方法,善良的人不需要法律来告诉他们采取负责任的行动，而坏人会找到解决法律的方法。
娶妻挑大，花钱买年龄,花钱,妻子,前几日和朋友一起吃饭，席间说到娶老婆的事情。朋友的妻子比他大，我问他为啥找了一个比他大的。 朋友答：“同样花钱谁不挑大的。”
王夫人婚前被误称周夫人陆夫人,称呼,夫人,甲：“王夫人结婚前，大家都称呼她什么？” 乙：“周夫人，陆夫人……”
紫薇被福射引发健康担忧,呕吐,福射,紫薇屡屡呕吐，去医院看。 医生说：“你被福射了。”
网友玩梗：人家后台硬，我家后墙硬,很,墙,人家后台很硬，我家后墙很硬。
宝宝从妈妈肚子里爬到嘴里出生,爬,嘴里,儿子说：宝宝先蹲在妈妈肚子里，然后就爬爬爬到妈妈的嘴里，妈妈就我呸一吐，小孩子就出来了！
学生起床竞赛引发宿舍故障,击败,同学,此次起床共用了5分钟，你已击败了全国88%学生，寝室还有一位同学起床失败，正在重起，隔壁宿舍全部死机！
夫妻吐槽出租车掉链子,掉,链子,我修完出租车到家和老婆说，这车一到关键时候就掉链子。 我老婆过来就说，这车还有链子呀，我怎么不知道。
